-1.000000000000000000000000000000000e0,-1.000000000000000000000000000000000e0,0.000000000000000000000000000000000e0,0.000000000000000000000000000000000e0,0.000000000000000000000000000000000e0,0.000000000000000000000000000000000e0,-inf,-inf
-9.960937500000000000000000000000000e-1,-9.960937500000000000000000000000000e-1,2.708186343559927997427838329714277e-9,2.771091341338463155756431357454178e-6,2.708186343559927997427838329714277e-9,2.771091341338463155756431357454178e-6,-inf,-inf
-9.921875000000000000000000000000000e-1,-9.921875000000000000000000000000000e-1,4.319967488777825030419779162747428e-8,2.208446865425655404660859100828454e-5,4.319967488777825030419779162747428e-8,2.208446865425655404660859100828454e-5,-1.940812105567846866368249940082894e2,-inf
-9.882812500000000000000000000000000e-1,-9.882812500000000000000000000000000e-1,2.180276861248923580373897329523659e-7,7.424767216724746718310034204007606e-5,2.180276861248923580373897329523659e-7,7.424767216724746718310034204007606e-5,-1.913086218345449053991560655224567e2,-1.864565915706252882332354406722495e2
-9.843750000000000000000000000000000e-1,-9.843750000000000000000000000000000e-1,6.869369681132661044731434755562654e-7,1.753061301373176932736691873863594e-4,6.869369681132661044731434755562654e-7,1.753061301373176932736691873863594e-4,-1.902100095458767957077608202855342e2,-1.850702972095053976144009764293331e2
-9.804687500000000000000000000000000e-1,-9.804687500000000000000000000000000e-1,1.671827211153436203932243580846295e-6,3.410366781889775479643046633856162e-4,1.671827211153436203932243580846295e-6,3.410366781889775479643046633856162e-4,-1.895168623653168503983435881640760e2,-1.843771500289454523049837443078750e2
-9.765625000000000000000000000000000e-1,-9.765625000000000000000000000000000e-1,3.455691466066388211242032197193439e-6,5.869412421546296331818273231342500e-4,3.455691466066388211242032197193439e-6,5.869412421546296331818273231342500e-4,-1.899223274734250147803216012795404e2,-1.836840028483855069955665121864168e2
-9.726562500000000000000000000000000e-1,-9.726562500000000000000000000000000e-1,6.381530208628702931642760420215308e-6,9.282406863889943669005428527483908e-4,6.381530208628702931642760420215308e-6,9.282406863889943669005428527483908e-4,-1.878428859317451788520699049151658e2,-1.832785377402773426135884990709524e2
-9.687500000000000000000000000000000e-1,-9.687500000000000000000000000000000e-1,1.085124170027750636548669061679163e-5,1.379868829454687135577773861882926e-3,1.085124170027750636548669061679163e-5,1.379868829454687135577773861882926e-3,-1.885360331123051241614871370366240e2,-inf
-9.648437500000000000000000000000000e-1,-9.648437500000000000000000000000000e-1,1.732448930246037336606056815462447e-5,1.956466629000000885572178972225758e-3,1.732448930246037336606056815462447e-5,1.956466629000000885572178972225758e-3,-1.864565915706252882332354406722495e2,-1.816045613067056710673148158220423e2
-9.609375000000000000000000000000000e-1,-9.609375000000000000000000000000000e-1,2.631754640896944343410353564395192e-5,2.672376537573382183662153615860593e-3,2.631754640896944343410353564395192e-5,2.672376537573382183662153615860593e-3,-1.878428859317451788520699049151658e2,-1.829908556678255616861492800649586e2
-9.570312500000000000000000000000000e-1,-9.570312500000000000000000000000000e-1,3.840211966726309462176912695352031e-5,3.541637031042049184045828333065003e-3,3.840211966726309462176912695352031e-5,3.541637031042049184045828333065003e-3,-1.864565915706252882332354406722495e2,-1.818922433791574519947540348280361e2
-9.531250000000000000000000000000000e-1,-9.531250000000000000000000000000000e-1,5.420415116614079878388940288792612e-5,4.577977311204717903198497819403036e-3,5.420415116614079878388940288792612e-5,4.577977311204717903198497819403036e-3,-inf,-1.816045613067056710673148158220423e2
-9.492187500000000000000000000000000e-1,-9.492187500000000000000000000000000e-1,7.440260027319558153787736856237650e-5,5.794812184110510197380533202929296e-3,7.440260027319558153787736856237650e-5,5.794812184110510197380533202929296e-3,-1.857634443900653429238182085507913e2,-1.816045613067056710673148158220423e2
-9.453125000000000000000000000000000e-1,-9.453125000000000000000000000000000e-1,9.972820581122228955204680422421081e-5,7.205237115517844430400275313156605e-3,9.972820581122228955204680422421081e-5,7.205237115517844430400275313156605e-3,-1.843771500289454523049837443078750e2,-1.806882705748315160021312886102742e2
-9.414062500000000000000000000000000e-1,-9.414062500000000000000000000000000e-1,1.309622292682072059425324176716979e-4,8.822023464848489666526266868695852e-3,1.309622292682072059425324176716979e-4,8.822023464848489666526266868695852e-3,-1.857634443900653429238182085507913e2,-1.809114141261457257578975837005841e2
-9.375000000000000000000000000000000e-1,-9.375000000000000000000000000000000e-1,1.689351797406641551874374473779975e-4,1.065761389891302805322677975448514e-2,1.689351797406641551874374473779975e-4,1.065761389891302805322677975448514e-2,-1.846648321013972332324229633138688e2,-1.809114141261457257578975837005841e2
-9.335937500000000000000000000000000e-1,-9.335937500000000000000000000000000e-1,2.145255213149129296895592638087148e-4,1.272411798660474965944513319915112e-2,2.145255213149129296895592638087148e-4,1.272411798660474965944513319915112e-2,-1.846648321013972332324229633138688e2,-inf
-9.296875000000000000000000000000000e-1,-9.296875000000000000000000000000000e-1,2.686583635954166028358742845630900e-4,1.503330797567953124468763715317250e-2,2.686583635954166028358742845630900e-4,1.503330797567953124468763715317250e-2,-1.843771500289454523049837443078750e2,-1.816045613067056710673148158220423e2
-9.257812500000000000000000000000000e-1,-9.257812500000000000000000000000000e-1,3.323041360935041444520861530268867e-4,1.759661475265955712593299717296201e-2,3.323041360935041444520861530268867e-4,1.759661475265955712593299717296201e-2,-1.850702972095053976144009764293331e2,-inf
-9.218750000000000000000000000000000e-1,-9.218750000000000000000000000000000e-1,4.064772471937029248305995589951787e-4,2.042512398681885838102803427816066e-2,4.064772471937029248305995589951787e-4,2.042512398681885838102803427816066e-2,-inf,-inf
-9.179687500000000000000000000000000e-1,-9.179687500000000000000000000000000e-1,4.922347284184915085448359599006344e-4,2.352957245912860798851559348427338e-2,4.922347284184915085448359599006344e-4,2.352957245912860798851559348427338e-2,-1.832785377402773426135884990709524e2,-1.809114141261457257578975837005841e2
-9.140625000000000000000000000000000e-1,-9.140625000000000000000000000000000e-1,5.906748647155560492271766743890823e-4,2.692034457695994606420551735695349e-2,5.906748647155560492271766743890823e-4,2.692034457695994606420551735695349e-2,-1.836840028483855069955665121864168e2,-1.795251197650258351390631194576677e2
-9.101562500000000000000000000000000e-1,-9.101562500000000000000000000000000e-1,7.029358114945931761833687708955700e-4,3.060746907526185301129860594913764e-2,7.029358114945931761833687708955700e-4,3.060746907526185301129860594913764e-2,-1.824312398798901389998783915644318e2,-1.788319725844658898296458873362096e2
-9.062500000000000000000000000000000e-1,-9.062500000000000000000000000000000e-1,8.301941991433482124981671805485744e-4,3.460061590485127102600105410692316e-2,8.301941991433482124981671805485744e-4,3.460061590485127102600105410692316e-2,-1.832785377402773426135884990709524e2,-1.802182669455857804484803515791259e2
-9.023437500000000000000000000000000e-1,-9.023437500000000000000000000000000e-1,9.736637257549097059447571558961628e-4,3.890909330837232783013995693520530e-2,9.736637257549097059447571558961628e-4,3.890909330837232783013995693520530e-2,-1.843771500289454523049837443078750e2,-1.802182669455857804484803515791259e2
-8.984375000000000000000000000000000e-1,-8.984375000000000000000000000000000e-1,1.134593738800299536600886421765793e-3,4.354184508440117252335598741616037e-2,1.134593738800299536600886421765793e-3,4.354184508440117252335598741616037e-2,-inf,-inf
-8.945312500000000000000000000000000e-1,-8.945312500000000000000000000000000e-1,1.314267806482102360707682623171620e-3,4.850744804009262378622512433954642e-2,1.314267806482102360707682623171620e-3,4.850744804009262378622512433954642e-2,-1.822977084872656163767320479435004e2,-1.788319725844658898296458873362096e2
-8.906250000000000000000000000000000e-1,-8.906250000000000000000000000000000e-1,1.514002279506269054885045579179846e-3,5.381410963268458697551543761295143e-2,1.514002279506269054885045579179846e-3,5.381410963268458697551543761295143e-2,-1.820745649359514066209657528531906e2,-1.786088290331516800738795922458997e2
-8.867187500000000000000000000000000e-1,-8.867187500000000000000000000000000e-1,1.735144844010306457726673486755352e-3,5.946966580009605050225768346440379e-2,1.735144844010306457726673486755352e-3,5.946966580009605050225768346440379e-2,-1.825853905597173973041712669494943e2,-1.802182669455857804484803515791259e2
-8.828125000000000000000000000000000e-1,-8.828125000000000000000000000000000e-1,1.979073066386830509554099627256381e-3,6.548157898077445474418124074523256e-2,1.979073066386830509554099627256381e-3,6.548157898077445474418124074523256e-2,-1.829908556678255616861492800649586e2,-1.788319725844658898296458873362096e2
-8.789062500000000000000000000000000e-1,-8.789062500000000000000000000000000e-1,2.247192930741912430956793367800012e-3,7.185693632286836997948275911095070e-2,2.247192930741912430956793367800012e-3,7.185693632286836997948275911095070e-2,-1.822977084872656163767320479435004e2,-1.784265074763577254476678742207452e2
-8.750000000000000000000000000000000e-1,-8.750000000000000000000000000000000e-1,2.540937369727788544209467642168850e-3,7.860244808272175468153473502958558e-2,2.540937369727788544209467642168850e-3,7.860244808272175468153473502958558e-2,-1.811990961985975066853368027065779e2,-1.777333602957977801382506420992870e2
-8.710937500000000000000000000000000e-1,-8.710937500000000000000000000000000e-1,2.861764789489334538050574351183576e-3,8.572444621260662309446045731757095e-2,2.861764789489334538050574351183576e-3,8.572444621260662309446045731757095e-2,-1.811990961985975066853368027065779e2,-1.781388254039059445202286552147514e2
